number,name,region,weight,height,type1,type2,height,Evolution,Evolution2,Evolution3,Evolution4,Evolution5,Evolution6,Evolution7,Evolution8,EV Method,EV Method2,EV Method3,EV Method4,EV Method5,EV Method6,EV Method7,EV Method8,EV Stage,"R,B,Y","G,S,C","R,S,E","FR,LG","D,P,P","HG,SS","B,W,B2,W2","X,Y","OR,AS","S,M,US,UM","LGP,LGE","S,S",Entry Red,Entry Blue,Entry Yellow,Entry Gold,Entry Silver,Entry Crystal,Entry Ruby,Entry Saphire,Entry Emerald,Entry Fire Red,Entry Leaf Green,Entry Diamond,Entry Pearl,Entry Platinum,Entry Heart Gold,Entry Soul Silver,Entry Black,Entry White,Entry Black 2,Entry White 2,Entry X,Entry Y,Entry Omega Ruby,Entry Alpha Saphire,Entry Sun,Entry Moon,Entry Ultra Sun,Entry Ultra Moon,Entry Let's Go Pikachu,Entry Let's Go Eevee,Entry Sword,Entry Shield
748,toxapex,Alola,32,"2'04""",poison,water,2.04,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,mudbray,Alola,242.5,"3'03""",ground,,3.03,mudsdale,,,,,,,,30,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,mudsdale,Alola,2028.2,"8'02""",ground,,8.02,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,dewpider,Alola,8.8,"1'00""",water,bug,1,araquanid,,,,,,,,22,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,araquanid,Alola,180.8,"5'11""",water,bug,5.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,fomantis,Alola,3.3,"1'00""",grass,,1,lurantis,,,,,,,,34 during day,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,lurantis,Alola,40.8,"2'11""",grass,,2.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,morelull,Alola,3.3,"0'08""",grass,fairy,0.08,shiinotic,,,,,,,,24,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,shiinotic,Alola,25.4,"3'03""",grass,fairy,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,salandit,Alola,10.6,"2'00""",poison,,2,salazzle,,,,,,,,33 and female,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,salazzle,Alola,48.9,"3'11""",poison,,3.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,stufful,Alola,15,"1'08""",normal,fighting,1.08,bewear,,,,,,,,27,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,bewear,Alola,297.6,"6'11""",normal,fighting,6.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,bounsweet,Alola,7.1,"1'00""",grass,,1,steenee,,,,,,,,18,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,steenee,Alola,18.1,"2'04""",grass,,2.04,tsareena,,,,,,,,lvl+ with move stomp,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,tsareena,Alola,47.2,"3'11""",grass,,3.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,comfey,Alola,0.7,"0'04""",fairy,,0.04,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,oranguru,Alola,167.5,"4'11""",normal,psychic,4.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,passimian,Alola,182.5,"6'07""",fighting,,6.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,wimpod,Alola,26.5,"1'08""",bug,water,1.08,golisopod,,,,,,,,30,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,golisopod,Alola,238.1,"6'07""",bug,water,6.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,sandygast,Alola,154.3,"1'08""",ghost,ground,1.08,palosand,,,,,,,,42,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,palosand,Alola,551.1,"4'03""",ghost,ground,4.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,pyukumuku,Alola,2.6,"1'00""",water,,1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,type: Null,Alola,265.7,"6'03""",normal,,6.03,silvally,,,,,,,,lvl+ with friendship,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,silvally,Alola,221.6,"7'07""",normal,,7.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,minior,Alola,88.2,"1'00""",rock,flying,1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,komala,Alola,43.9,"1'04""",normal,,1.04,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,turtonator,Alola,467.4,"6'07""",fire,dragon,6.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,togedemaru,Alola,7.3,"1'00""",electric,steel,1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,mimikyu,Alola,1.5,"0'08""",ghost,fairy,0.08,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,bruxish,Alola,41.9,"2'11""",water,psychic,2.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,drampa,Alola,407.8,"9'10""",normal,dragon,9.1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,dhelmise,Alola,463,"12'10""",ghost,grass,12.1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,jangmo-o,Alola,65.5,"2'00""",dragon,,2,hakamo-o,,,,,,,,35,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,hakamo-o,Alola,103.6,"3'11""",dragon,fighting,3.11,kommo-o,,,,,,,,45,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,kommo-o,Alola,172.4,"5'03""",dragon,fighting,5.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,tapu Koko,Alola,45.2,"5'11""",electric,fairy,5.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,tapu Lele,Alola,41,"3'11""",psychic,fairy,3.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,tapu Bulu,Alola,100.3,"6'03""",grass,fairy,6.03,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,tapu Fini,Alola,46.7,"4'03""",water,fairy,4.03,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,cosmog,Alola,0.2,"0'08""",psychic,,0.08,cosmoem,,,,,,,,43,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,cosmoem,Alola,2204.4,"0'04""",psychic,,0.04,solgaleo,lunala,,,,,,,53 in sword or sun,53 in shield or moon,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,solgaleo,Alola,507.1,"11'02""",psychic,steel,11.02,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,lunala,Alola,264.6,"13'01""",psychic,ghost,13.01,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,nihilego,Alola,122.4,"3'11""",rock,poison,3.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,buzzwole,Alola,735.5,"7'10""",bug,fighting,7.1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,pheromosa,Alola,55.1,"5'11""",bug,fighting,5.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,xurkitree,Alola,220.5,"12'06""",electric,,12.06,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,celesteela,Alola,2204.4,"30'02""",steel,flying,30.02,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,kartana,Alola,0.2,"1'00""",grass,steel,1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,guzzlord,Alola,1957.7,"18'01""",dark,dragon,18.01,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,necrozma,Alola,507.1,"7'10""",psychic,,7.1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,magearna,Alola,177.5,"3'03""",steel,fairy,3.03,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,marshadow,Alola,48.9,"2'04""",fighting,ghost,2.04,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,poipole,Alola,4,"2'00""",poison,,2,naganadel,,,,,,,,lvl+ with move dragon pulse,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,naganadel,Alola,330.7,"11'10""",poison,dragon,11.1,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,stakataka,Alola,1807.8,"18'01""",rock,steel,18.01,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,blacephalon,Alola,28.7,"5'11""",fire,ghost,5.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,zeraora,Alola,98.1,"4'11""",electric,,4.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,meltan,Alola,17.6,"0'08""",steel,,0.08,melmetal,,,,,,,,400 candies in pokemon go,,,,,,,,1,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,melmetal,Alola,1763.7,"8'02""",steel,,8.02,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,grookey,Galar,11,"1'00""",grass,,1,thwackey,,,,,,,,16,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,thwackey,Galar,30.9,"2'04""",grass,,2.04,rillaboom,,,,,,,,35,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,rillaboom,Galar,198.4,"6'11""",grass,,6.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,scorbunny,Galar,9.9,"1'00""",fire,,1,raboot,,,,,,,,16,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,raboot,Galar,19.8,"2'00""",fire,,2,cinderace,,,,,,,,35,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,cinderace,Galar,72.8,"4'07""",fire,,4.07,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,sobble,Galar,8.8,"1'00""",water,,1,drizzile,,,,,,,,16,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,drizzile,Galar,25.4,"2'04""",water,,2.04,inteleon,,,,,,,,35,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,inteleon,Galar,99.6,"6'03""",water,,6.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,skwovet,Galar,5.5,"1'00""",normal,,1,greedent,,,,,,,,24,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,greedent,Galar,13.2,"2'00""",normal,,2,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,rookidee,Galar,4,"0'08""",flying,,0.08,corvisquire,,,,,,,,18,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,corvisquire,Galar,35.3,"2'07""",flying,,2.07,corviknight,,,,,,,,38,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,corviknight,Galar,165.3,"7'03""",flying,steel,7.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,blipbug,Galar,17.6,"1'04""",bug,,1.04,dottler,,,,,,,,10,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,dottler,Galar,43,"1'04""",bug,psychic,1.04,orbeetle,,,,,,,,30,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,orbeetle,Galar,89.9,"1'04""",bug,psychic,1.04,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,nickit,Galar,19.6,"2'00""",dark,,2,thievul,,,,,,,,18,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,thievul,Galar,43.9,"3'11""",dark,,3.11,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,gossifleur,Galar,4.9,"1'04""",grass,,1.04,eldegoss,,,,,,,,20,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,eldegoss,Galar,5.5,"1'08""",grass,,1.08,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,wooloo,Galar,13.2,"2'00""",normal,,2,dubwool,,,,,,,,24,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,dubwool,Galar,94.8,"4'03""",normal,,4.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,chewtle,Galar,18.7,"1'00""",water,,1,drednaw,,,,,,,,22,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,drednaw,Galar,254.6,"3'03""",water,rock,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,yamper,Galar,29.8,"1'00""",electric,,1,boltund,,,,,,,,25,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,boltund,Galar,75,"3'03""",electric,,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,rolycoly,Galar,26.5,"1'00""",rock,,1,carkol,,,,,,,,18,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,carkol,Galar,172,"3'07""",rock,fire,3.07,coalossal,,,,,,,,34,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,coalossal,Galar,684.5,"9'02""",rock,fire,9.02,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,applin,Galar,1.1,"0'08""",grass,dragon,0.08,flapple,appletun,,,,,,,tart apple,sweet apple,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,flapple,Galar,2.2,"1'00""",grass,dragon,1,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,appletun,Galar,28.7,"1'04""",grass,dragon,1.04,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,silicobra,Galar,16.8,"7'03""",ground,,7.03,sandaconda,,,,,,,,36,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,sandaconda,Galar,144.4,"12'06""",ground,,12.06,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,cramorant,Galar,39.7,"2'07""",flying,water,2.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,arrokuda,Galar,2.2,"1'08""",water,,1.08,barraskewda,,,,,,,,26,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,barraskewda,Galar,66.1,"4'03""",water,,4.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,toxel,Galar,24.3,"1'04""",electric,poison,1.04,toxtricity,toxtricity,,,,,,,30 random,30 random,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,toxtricity,Galar,88.2,"5'03""",electric,poison,5.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849.1,toxtricity,Galar,88.2,"5'03""",electric,poison,5.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,sizzlipede,Galar,2.2,"2'04""",fire,bug,2.04,centiskorch,,,,,,,,28,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,centiskorch,Galar,264.6,"9'10""",fire,bug,9.1,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,clobbopus,Galar,8.8,"2'00""",fighting,,2,grapploct,,,,,,,,lvl+ with move taunt,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,grapploct,Galar,86,"5'03""",fighting,,5.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,sinistea,Galar,0.4,"0'04""",ghost,,0.04,polteageist,,,,,,,,cracked pot or chipped pot,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,polteageist,Galar,0.9,"0'08""",ghost,,0.08,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,hatenna,Galar,7.5,"1'04""",psychic,,1.04,hattrem,,,,,,,,32,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,hattrem,Galar,10.6,"2'00""",psychic,,2,hatterene,,,,,,,,42,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,hatterene,Galar,11.2,"6'11""",psychic,fairy,6.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,impidimp,Galar,12.1,"1'04""",dark,fairy,1.04,morgrem,,,,,,,,32,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,morgrem,Galar,27.6,"2'07""",dark,fairy,2.07,grimmsnarl,,,,,,,,42,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,grimmsnarl,Galar,134.5,"4'11""",dark,fairy,4.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,obstagoon,Galar,101.4,"5'03""",dark,normal,5.03,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,perrserker,Galar,61.7,"2'07""",steel,,2.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,cursola,Galar,0.9,"3'03""",ghost,,3.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,sirfetch'd,Galar,257.9,"2'07""",fighting,,2.07,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,mr. Rime,Galar,128.3,"4'11""",ice,psychic,4.11,,,,,,,,,,,,,,,,,3,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,runerigus,Galar,146.8,"5'03""",ground,ghost,5.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,milcery,Galar,0.7,"0'08""",fairy,,0.08,alcremie,,,,,,,,have it hold a treat and spin,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,alcremie,Galar,1.1,"1'00""",fairy,,1,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,flalinks,Galar,136.7,"9'10""",fighting,,9.1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,pincurchin,Galar,2.2,"1'00""",electric,,1,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,snom,Galar,8.4,"1'00""",ice,bug,1,frosmoth,,,,,,,,lvl+ with friendship at night,,,,,,,,1,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,frosmoth,Galar,92.6,"4'03""",ice,bug,4.03,,,,,,,,,,,,,,,,,2,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,stonjourner,Galar,1146.4,"8'02""",rock,,8.02,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,eiscue,Galar,196.2,"4'07""",ice,,4.07,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,indeedee,Galar,61.7,"2'11""",psychic,normal,2.11,,,,,,,,,,,,,,,,,0,N,N,N,,N,,N,N,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
